CrossingID,SubmissionType,ReportBaseId,ParentReportBaseId,CrossingClosed,ReportingAgencyTypeID,ReportingAgencyID,RevisionDate,ReasonID,CrossingIdSuffix,ReportStatus,LastUpdated,Railroad,StateCD,StateName,CntyCD,CountyName,Nearest,CityCD,CityName,Street,BlockNumb,Highway,SepInd,SepRr1,SepRr2,SepRr3,SepRr4,MultFrmsFiLed,SameInd,SameRr1,SameRr2,SameRr3,SameRr4,RrID,Ttstn,TtstnNam,RrMain,XingOwnr,TypeXing,XPurpose,PosXing,OpenPub,TypeTrnSrvcIDs,DevelTypID,XingAdj,XngAdjNo,Whistban,WhistDate,HscoRrid,SfxHscoRrid,LLsource,RrNarr1,RrNarr2,RrNarr3,RrNarr4,StNarr1,StNarr2,StNarr3,StNarr4,RrNarr,StNarr,PolCont,RrCont,HwyCont,THRRequestNo,CCMQzid,OperatingRailroadCode,OperatingRailroadType,RrDiv,RrSubDiv,Branch,PrfxMilePost,MilePost,SfxMilePost,Lt1PassMov,PassCnt,DayThru,NghtThru,TotalSwt,TotalLtr,Lt1Mov,WeekTrnMov,YearTrnMov,MaxTtSpd,MinSpd,MaxSpd,MainTrk,SidingTrk,YardTrk,TransitTrk,IndustryTrk,OthrTrk,OthrTrkDes,SpselIDs,Sgnleqp,EMonitorDvce,HealthMonitor,NoSigns,XBuck,StopStd,YieldStd,AdvWarn,AdvW10_1,AdvW10_2,AdvW10_3,AdvW10_4,AdvW10_11,AdvW10_12,Low_Grnd,Low_GrndSigns,PaveMrkIDs,Channel,Exempt,EnsSign,OthSgn,OthSgn1,OthDes1,OthSgn2,OthDes2,OthSgn3,OthDes3,PrvxSign,Led,Gates,GatePed,GateConf,GateConfType,FlashOv,FlashNov,CFlashType,FlashPost,FlashPostType,Bkl_FlashPost,Sdl_FlashPost,FlashPai,AwdIDate,AwhornChk,AwhornlDate,HwyTrafSignl,Wigwags,Bells,SpecPro,FlashOth,FlashOthDes,HwynrSig,Intrprmp,PrempType,HwtrfPsig,HwtrfPsigsdis,HwtrfPsiglndis,MonitorDev,WdCode,TraficLn,TraflnType,HwyPved,Downst,Illumina,XSurfDate,XSurfWidth,XSurfLength,XSurfaceIDs,XSurOthr,HwyNear,HwynDist,XAngle,ComPower,HwySys,HwyClassCD,HwyClassrdtpID,StHwy1,HwySpeed,HwySpeedps,LrsRouteid,LrsMilePost,Aadt,AadtYear,PctTruk,SchlBusChk,SchlBsCnt,HazmtVeh,EmrgncySrvc,ReportYear,ReportType,DATE_CREAT,DATE_EDITE,OBJECTID,COUNTYNAME,CREATED_BY,EDITED_BY,geometry,reason,city,state,street,railroad,dateTime,duration,created
510018T,Full Inventory Record,5035135,5034795,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 12:17:59 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,GREEN ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,NA,NA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,55,2,1,roadway removed,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,413.59,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,NA,0,2,2,NA,NA,NA,NA,2,NA,"1,2,3",5,2,1,1,2,24,3,3,NA,NA,NA,NA,2,0,1,NA,2,0,1,1,1,2,1,12,NA,2,NA,2,0,1,1,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,64,12,NA,1,NA,2,1,3,1,16,2,30,1,NA,NA,4837,2018,4,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8677177, 41.60236)",A stationary train,GOSHEN,IN,GREEN ROAD,NS,2022-03-09T12:00:00,1-2 hours,2022-03-09T07:49:19.307
510018T,Full Inventory Record,5035135,5034795,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 12:17:59 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,GREEN ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,NA,NA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,55,2,1,roadway removed,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,413.59,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,NA,0,2,2,NA,NA,NA,NA,2,NA,"1,2,3",5,2,1,1,2,24,3,3,NA,NA,NA,NA,2,0,1,NA,2,0,1,1,1,2,1,12,NA,2,NA,2,0,1,1,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,64,12,NA,1,NA,2,1,3,1,16,2,30,1,NA,NA,4837,2018,4,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8677177, 41.60236)",A stationary train,GOSHEN,IN,GREEN ROAD,NS,2022-03-09T12:46:21,More than one day,2022-03-09T07:46:32.497
510018T,Full Inventory Record,5035135,5034795,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 12:17:59 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,GREEN ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,NA,NA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,55,2,1,roadway removed,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,413.59,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,NA,0,2,2,NA,NA,NA,NA,2,NA,"1,2,3",5,2,1,1,2,24,3,3,NA,NA,NA,NA,2,0,1,NA,2,0,1,1,1,2,1,12,NA,2,NA,2,0,1,1,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,64,12,NA,1,NA,2,1,3,1,16,2,30,1,NA,NA,4837,2018,4,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8677177, 41.60236)",A stationary train,GOSHEN,IN,GREEN ROAD,NS,2022-03-06T15:43:00,More than one day,2022-03-09T07:44:18.467
510018T,Full Inventory Record,5035135,5034795,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 12:17:59 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,GREEN ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,NA,NA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,55,2,1,roadway removed,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,413.59,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,NA,0,2,2,NA,NA,NA,NA,2,NA,"1,2,3",5,2,1,1,2,24,3,3,NA,NA,NA,NA,2,0,1,NA,2,0,1,1,1,2,1,12,NA,2,NA,2,0,1,1,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,64,12,NA,1,NA,2,1,3,1,16,2,30,1,NA,NA,4837,2018,4,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8677177, 41.60236)",A stationary train,GOSHEN,IN,GREEN ROAD,NS,2022-03-09T11:00:00,More than one day,2022-03-09T07:16:43.937
510018T,Full Inventory Record,5035135,5034795,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 12:17:59 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,GREEN ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,NA,NA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,55,2,1,roadway removed,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,413.59,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,NA,0,2,2,NA,NA,NA,NA,2,NA,"1,2,3",5,2,1,1,2,24,3,3,NA,NA,NA,NA,2,0,1,NA,2,0,1,1,1,2,1,12,NA,2,NA,2,0,1,1,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,64,12,NA,1,NA,2,1,3,1,16,2,30,1,NA,NA,4837,2018,4,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8677177, 41.60236)",A stationary train,GOSHEN,IN,GREEN ROAD,NS,2022-03-09T11:52:14,2-6 hours,2022-03-09T06:52:28.003
510018T,Full Inventory Record,5035135,5034795,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 12:17:59 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,GREEN ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,NA,NA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,55,2,1,roadway removed,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,413.59,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,NA,0,2,2,NA,NA,NA,NA,2,NA,"1,2,3",5,2,1,1,2,24,3,3,NA,NA,NA,NA,2,0,1,NA,2,0,1,1,1,2,1,12,NA,2,NA,2,0,1,1,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,64,12,NA,1,NA,2,1,3,1,16,2,30,1,NA,NA,4837,2018,4,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8677177, 41.60236)",A stationary train,GOSHEN,IN,GREEN ROAD,NS,2022-03-07T19:02:00,31-60 minutes,2022-03-09T02:06:47.52
510018T,Full Inventory Record,5035135,5034795,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 12:17:59 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,GREEN ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,NA,NA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,55,2,1,roadway removed,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,413.59,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,NA,0,2,2,NA,NA,NA,NA,2,NA,"1,2,3",5,2,1,1,2,24,3,3,NA,NA,NA,NA,2,0,1,NA,2,0,1,1,1,2,1,12,NA,2,NA,2,0,1,1,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,64,12,NA,1,NA,2,1,3,1,16,2,30,1,NA,NA,4837,2018,4,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8677177, 41.60236)",A stationary train,GOSHEN,IN,GREEN ROAD,NS,2022-03-08T02:27:00,More than one day,2022-03-08T21:28:40.677
510018T,Full Inventory Record,5035135,5034795,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 12:17:59 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,GREEN ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,NA,NA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,55,2,1,roadway removed,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,413.59,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,NA,0,2,2,NA,NA,NA,NA,2,NA,"1,2,3",5,2,1,1,2,24,3,3,NA,NA,NA,NA,2,0,1,NA,2,0,1,1,1,2,1,12,NA,2,NA,2,0,1,1,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,64,12,NA,1,NA,2,1,3,1,16,2,30,1,NA,NA,4837,2018,4,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8677177, 41.60236)",A stationary train,GOSHEN,IN,GREEN ROAD,NS,2022-03-08T17:00:00,More than one day,2022-03-08T21:06:36.28
510018T,Full Inventory Record,5035135,5034795,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 12:17:59 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,GREEN ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,NA,NA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,55,2,1,roadway removed,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,413.59,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,NA,0,2,2,NA,NA,NA,NA,2,NA,"1,2,3",5,2,1,1,2,24,3,3,NA,NA,NA,NA,2,0,1,NA,2,0,1,1,1,2,1,12,NA,2,NA,2,0,1,1,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,64,12,NA,1,NA,2,1,3,1,16,2,30,1,NA,NA,4837,2018,4,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8677177, 41.60236)",A stationary train,GOSHEN,IN,GREEN ROAD,NS,2022-03-08T17:47:00,6-12 hours,2022-03-08T20:47:42.843
510018T,Full Inventory Record,5035135,5034795,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 12:17:59 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,GREEN ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,NA,NA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,55,2,1,roadway removed,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,413.59,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,NA,0,2,2,NA,NA,NA,NA,2,NA,"1,2,3",5,2,1,1,2,24,3,3,NA,NA,NA,NA,2,0,1,NA,2,0,1,1,1,2,1,12,NA,2,NA,2,0,1,1,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,64,12,NA,1,NA,2,1,3,1,16,2,30,1,NA,NA,4837,2018,4,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8677177, 41.60236)",A stationary train,GOSHEN,IN,GREEN ROAD,NS,2022-03-08T23:29:00,1-2 hours,2022-03-08T20:13:22.52
510018T,Full Inventory Record,5035135,5034795,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 12:17:59 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,GREEN ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,NA,NA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,55,2,1,roadway removed,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,413.59,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,NA,0,2,2,NA,NA,NA,NA,2,NA,"1,2,3",5,2,1,1,2,24,3,3,NA,NA,NA,NA,2,0,1,NA,2,0,1,1,1,2,1,12,NA,2,NA,2,0,1,1,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,64,12,NA,1,NA,2,1,3,1,16,2,30,1,NA,NA,4837,2018,4,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8677177, 41.60236)",A stationary train,GOSHEN,IN,GREEN ROAD,NS,2022-03-08T23:20:00,1-2 hours,2022-03-08T20:13:17.437
510018T,Full Inventory Record,5035135,5034795,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 12:17:59 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,GREEN ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,NA,NA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,55,2,1,roadway removed,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,413.59,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,NA,0,2,2,NA,NA,NA,NA,2,NA,"1,2,3",5,2,1,1,2,24,3,3,NA,NA,NA,NA,2,0,1,NA,2,0,1,1,1,2,1,12,NA,2,NA,2,0,1,1,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,64,12,NA,1,NA,2,1,3,1,16,2,30,1,NA,NA,4837,2018,4,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8677177, 41.60236)",A stationary train,GOSHEN,IN,GREEN ROAD,NS,2022-03-07T12:15:00,More than one day,2022-03-08T19:41:31.907
510018T,Full Inventory Record,5035135,5034795,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 12:17:59 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,GREEN ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,NA,NA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,55,2,1,roadway removed,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,413.59,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,NA,0,2,2,NA,NA,NA,NA,2,NA,"1,2,3",5,2,1,1,2,24,3,3,NA,NA,NA,NA,2,0,1,NA,2,0,1,1,1,2,1,12,NA,2,NA,2,0,1,1,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,64,12,NA,1,NA,2,1,3,1,16,2,30,1,NA,NA,4837,2018,4,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8677177, 41.60236)",A stationary train,GOSHEN,IN,GREEN ROAD,NS,2022-03-09T00:21:42,More than one day,2022-03-08T19:21:47.92
510018T,Full Inventory Record,5035135,5034795,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 12:17:59 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,GREEN ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,NA,NA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,55,2,1,roadway removed,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,413.59,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,NA,0,2,2,NA,NA,NA,NA,2,NA,"1,2,3",5,2,1,1,2,24,3,3,NA,NA,NA,NA,2,0,1,NA,2,0,1,1,1,2,1,12,NA,2,NA,2,0,1,1,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,64,12,NA,1,NA,2,1,3,1,16,2,30,1,NA,NA,4837,2018,4,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8677177, 41.60236)",A stationary train,GOSHEN,IN,GREEN ROAD,NS,2022-03-08T16:00:00,6-12 hours,2022-03-08T19:20:07.13
510018T,Full Inventory Record,5035135,5034795,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 12:17:59 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,GREEN ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,NA,NA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,55,2,1,roadway removed,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,413.59,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,NA,0,2,2,NA,NA,NA,NA,2,NA,"1,2,3",5,2,1,1,2,24,3,3,NA,NA,NA,NA,2,0,1,NA,2,0,1,1,1,2,1,12,NA,2,NA,2,0,1,1,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,64,12,NA,1,NA,2,1,3,1,16,2,30,1,NA,NA,4837,2018,4,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8677177, 41.60236)",A stationary train,GOSHEN,IN,GREEN ROAD,NS,2022-03-08T14:45:00,2-6 hours,2022-03-08T18:48:01.08
510018T,Full Inventory Record,5035135,5034795,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 12:17:59 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,GREEN ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,NA,NA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,55,2,1,roadway removed,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,413.59,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,NA,0,2,2,NA,NA,NA,NA,2,NA,"1,2,3",5,2,1,1,2,24,3,3,NA,NA,NA,NA,2,0,1,NA,2,0,1,1,1,2,1,12,NA,2,NA,2,0,1,1,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,64,12,NA,1,NA,2,1,3,1,16,2,30,1,NA,NA,4837,2018,4,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8677177, 41.60236)",A stationary train,GOSHEN,IN,GREEN ROAD,NS,2022-03-05T23:42:00,More than one day,2022-03-08T18:43:23
510018T,Full Inventory Record,5035135,5034795,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 12:17:59 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,GREEN ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,NA,NA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,55,2,1,roadway removed,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,413.59,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,NA,0,2,2,NA,NA,NA,NA,2,NA,"1,2,3",5,2,1,1,2,24,3,3,NA,NA,NA,NA,2,0,1,NA,2,0,1,1,1,2,1,12,NA,2,NA,2,0,1,1,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,64,12,NA,1,NA,2,1,3,1,16,2,30,1,NA,NA,4837,2018,4,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8677177, 41.60236)",A stationary train,GOSHEN,IN,GREEN ROAD,NS,2022-03-08T23:27:27,2-6 hours,2022-03-08T18:27:45.74
510018T,Full Inventory Record,5035135,5034795,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 12:17:59 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,GREEN ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,NA,NA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,55,2,1,roadway removed,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,413.59,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,NA,0,2,2,NA,NA,NA,NA,2,NA,"1,2,3",5,2,1,1,2,24,3,3,NA,NA,NA,NA,2,0,1,NA,2,0,1,1,1,2,1,12,NA,2,NA,2,0,1,1,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,64,12,NA,1,NA,2,1,3,1,16,2,30,1,NA,NA,4837,2018,4,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8677177, 41.60236)",A stationary train,GOSHEN,IN,GREEN ROAD,NS,2022-03-07T20:24:00,16-30 minutes,2022-03-08T17:25:10.48
510018T,Full Inventory Record,5035135,5034795,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 12:17:59 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,GREEN ROAD,NA,LS,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,NA,NA,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,55,2,1,roadway removed,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,413.59,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,NA,0,2,2,NA,NA,NA,NA,2,NA,"1,2,3",5,2,1,1,2,24,3,3,NA,NA,NA,NA,2,0,1,NA,2,0,1,1,1,2,1,12,NA,2,NA,2,0,1,1,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,64,12,NA,1,NA,2,1,3,1,16,2,30,1,NA,NA,4837,2018,4,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8677177, 41.60236)",A stationary train,GOSHEN,IN,GREEN ROAD,NS,2022-03-08T22:22:06,0-15 minutes,2022-03-08T17:23:22.863
