CrossingID,SubmissionType,ReportBaseId,ParentReportBaseId,CrossingClosed,ReportingAgencyTypeID,ReportingAgencyID,RevisionDate,ReasonID,CrossingIdSuffix,ReportStatus,LastUpdated,Railroad,StateCD,StateName,CntyCD,CountyName,Nearest,CityCD,CityName,Street,BlockNumb,Highway,SepInd,SepRr1,SepRr2,SepRr3,SepRr4,MultFrmsFiLed,SameInd,SameRr1,SameRr2,SameRr3,SameRr4,RrID,Ttstn,TtstnNam,RrMain,XingOwnr,TypeXing,XPurpose,PosXing,OpenPub,TypeTrnSrvcIDs,DevelTypID,XingAdj,XngAdjNo,Whistban,WhistDate,HscoRrid,SfxHscoRrid,LLsource,RrNarr1,RrNarr2,RrNarr3,RrNarr4,StNarr1,StNarr2,StNarr3,StNarr4,RrNarr,StNarr,PolCont,RrCont,HwyCont,THRRequestNo,CCMQzid,OperatingRailroadCode,OperatingRailroadType,RrDiv,RrSubDiv,Branch,PrfxMilePost,MilePost,SfxMilePost,Lt1PassMov,PassCnt,DayThru,NghtThru,TotalSwt,TotalLtr,Lt1Mov,WeekTrnMov,YearTrnMov,MaxTtSpd,MinSpd,MaxSpd,MainTrk,SidingTrk,YardTrk,TransitTrk,IndustryTrk,OthrTrk,OthrTrkDes,SpselIDs,Sgnleqp,EMonitorDvce,HealthMonitor,NoSigns,XBuck,StopStd,YieldStd,AdvWarn,AdvW10_1,AdvW10_2,AdvW10_3,AdvW10_4,AdvW10_11,AdvW10_12,Low_Grnd,Low_GrndSigns,PaveMrkIDs,Channel,Exempt,EnsSign,OthSgn,OthSgn1,OthDes1,OthSgn2,OthDes2,OthSgn3,OthDes3,PrvxSign,Led,Gates,GatePed,GateConf,GateConfType,FlashOv,FlashNov,CFlashType,FlashPost,FlashPostType,Bkl_FlashPost,Sdl_FlashPost,FlashPai,AwdIDate,AwhornChk,AwhornlDate,HwyTrafSignl,Wigwags,Bells,SpecPro,FlashOth,FlashOthDes,HwynrSig,Intrprmp,PrempType,HwtrfPsig,HwtrfPsigsdis,HwtrfPsiglndis,MonitorDev,WdCode,TraficLn,TraflnType,HwyPved,Downst,Illumina,XSurfDate,XSurfWidth,XSurfLength,XSurfaceIDs,XSurOthr,HwyNear,HwynDist,XAngle,ComPower,HwySys,HwyClassCD,HwyClassrdtpID,StHwy1,HwySpeed,HwySpeedps,LrsRouteid,LrsMilePost,Aadt,AadtYear,PctTruk,SchlBusChk,SchlBsCnt,HazmtVeh,EmrgncySrvc,ReportYear,ReportType,DATE_CREAT,DATE_EDITE,OBJECTID,COUNTYNAME,CREATED_BY,EDITED_BY,geometry,reason,city,state,street,railroad,dateTime,duration,created
510015X,Full Inventory Record,5045693,5034789,No,1,1622,5/28/2022 12:00:00 AM,14,NS,Published,5/28/2022 10:49:37 PM,NS,18,IN,18039,ELKHART,0,180391270,DUNLAP,ROAD 13,NA,CR 13,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362135,DUNLAP,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,50,2,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,417.32,NA,2,4,29,30,2,0,2,NA,2022,79,35,60,3,0,0,0,0,1,SIDING,11,1,1,1,1,2,0,NA,1,2,NA,NA,NA,NA,NA,2,NA,"1,2",5,2,1,1,2,7,0,0,NA,NA,NA,NA,2,0,NA,NA,0,0,0,2,1,1,2,4,NA,0,NA,0,0,1,0,0,NA,0,NA,0,2,0,0,0,8,2,2,1,2,2,NA,40,40,12,NA,1,NA,2,1,8,1,17,2,30,1,NA,NA,5482,2018,7,2,0,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.9215294, 41.638053)",A moving train,DUNLAP,IN,ROAD 13,NS,2022-03-16T18:15:00,0-15 minutes,2022-03-16T14:29:08.83
510015X,Full Inventory Record,5045693,5034789,No,1,1622,5/28/2022 12:00:00 AM,14,NS,Published,5/28/2022 10:49:37 PM,NS,18,IN,18039,ELKHART,0,180391270,DUNLAP,ROAD 13,NA,CR 13,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362135,DUNLAP,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,50,2,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,417.32,NA,2,4,29,30,2,0,2,NA,2022,79,35,60,3,0,0,0,0,1,SIDING,11,1,1,1,1,2,0,NA,1,2,NA,NA,NA,NA,NA,2,NA,"1,2",5,2,1,1,2,7,0,0,NA,NA,NA,NA,2,0,NA,NA,0,0,0,2,1,1,2,4,NA,0,NA,0,0,1,0,0,NA,0,NA,0,2,0,0,0,8,2,2,1,2,2,NA,40,40,12,NA,1,NA,2,1,8,1,17,2,30,1,NA,NA,5482,2018,7,2,0,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.9215294, 41.638053)",A stationary train,DUNLAP,IN,ROAD 13,NS,2022-03-08T18:27:00,1-2 hours,2022-03-09T13:28:48.787
510015X,Full Inventory Record,5045693,5034789,No,1,1622,5/28/2022 12:00:00 AM,14,NS,Published,5/28/2022 10:49:37 PM,NS,18,IN,18039,ELKHART,0,180391270,DUNLAP,ROAD 13,NA,CR 13,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362135,DUNLAP,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,50,2,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,417.32,NA,2,4,29,30,2,0,2,NA,2022,79,35,60,3,0,0,0,0,1,SIDING,11,1,1,1,1,2,0,NA,1,2,NA,NA,NA,NA,NA,2,NA,"1,2",5,2,1,1,2,7,0,0,NA,NA,NA,NA,2,0,NA,NA,0,0,0,2,1,1,2,4,NA,0,NA,0,0,1,0,0,NA,0,NA,0,2,0,0,0,8,2,2,1,2,2,NA,40,40,12,NA,1,NA,2,1,8,1,17,2,30,1,NA,NA,5482,2018,7,2,0,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.9215294, 41.638053)",A stationary train,DUNLAP,IN,ROAD 13,NS,2022-03-09T12:00:00,1-2 hours,2022-03-09T07:50:01.063
510016E,Full Inventory Record,5035171,5034790,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 1:20:40 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,ROAD 15,NA,CR 15,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362135,DUNLAP,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,90,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,416.22,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,1,SIDING,11,1,2,2,1,2,0,NA,1,2,2,NA,NA,NA,NA,2,NA,"1,2",5,2,1,1,2,7,0,0,NA,NA,NA,NA,2,0,1,NA,1,0,0,2,1,1,2,4,032018,0,NA,0,0,2,0,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,48,12,NA,1,NA,3,1,8,1,19,2,30,1,NA,NA,3125,2018,6,2,0,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.9063583, 41.6269917)",A stationary train,GOSHEN,IN,ROAD 15,NS,2022-05-25T11:45:00,16-30 minutes,2022-05-25T07:51:40.043
510016E,Full Inventory Record,5035171,5034790,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 1:20:40 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,ROAD 15,NA,CR 15,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362135,DUNLAP,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,90,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,416.22,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,1,SIDING,11,1,2,2,1,2,0,NA,1,2,2,NA,NA,NA,NA,2,NA,"1,2",5,2,1,1,2,7,0,0,NA,NA,NA,NA,2,0,1,NA,1,0,0,2,1,1,2,4,032018,0,NA,0,0,2,0,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,48,12,NA,1,NA,3,1,8,1,19,2,30,1,NA,NA,3125,2018,6,2,0,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.9063583, 41.6269917)",A stationary train,GOSHEN,IN,ROAD 15,NS,2022-05-01T15:59:00,0-15 minutes,2022-05-01T11:59:38.843
510016E,Full Inventory Record,5035171,5034790,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 1:20:40 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,ROAD 15,NA,CR 15,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362135,DUNLAP,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,90,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,416.22,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,1,SIDING,11,1,2,2,1,2,0,NA,1,2,2,NA,NA,NA,NA,2,NA,"1,2",5,2,1,1,2,7,0,0,NA,NA,NA,NA,2,0,1,NA,1,0,0,2,1,1,2,4,032018,0,NA,0,0,2,0,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,48,12,NA,1,NA,3,1,8,1,19,2,30,1,NA,NA,3125,2018,6,2,0,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.9063583, 41.6269917)",A stationary train,GOSHEN,IN,ROAD 15,NS,2022-03-09T14:00:00,12-24 hours,2022-03-11T19:59:29.76
510016E,Full Inventory Record,5035171,5034790,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 1:20:40 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,ROAD 15,NA,CR 15,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362135,DUNLAP,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,90,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,416.22,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,1,SIDING,11,1,2,2,1,2,0,NA,1,2,2,NA,NA,NA,NA,2,NA,"1,2",5,2,1,1,2,7,0,0,NA,NA,NA,NA,2,0,1,NA,1,0,0,2,1,1,2,4,032018,0,NA,0,0,2,0,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,48,12,NA,1,NA,3,1,8,1,19,2,30,1,NA,NA,3125,2018,6,2,0,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.9063583, 41.6269917)",A stationary train,GOSHEN,IN,ROAD 15,NS,2022-03-11T22:22:41,16-30 minutes,2022-03-11T17:23:17.83
510016E,Full Inventory Record,5035171,5034790,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 1:20:40 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,ROAD 15,NA,CR 15,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362135,DUNLAP,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,90,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,416.22,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,1,SIDING,11,1,2,2,1,2,0,NA,1,2,2,NA,NA,NA,NA,2,NA,"1,2",5,2,1,1,2,7,0,0,NA,NA,NA,NA,2,0,1,NA,1,0,0,2,1,1,2,4,032018,0,NA,0,0,2,0,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,48,12,NA,1,NA,3,1,8,1,19,2,30,1,NA,NA,3125,2018,6,2,0,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.9063583, 41.6269917)",A stationary train,GOSHEN,IN,ROAD 15,NS,2022-03-08T16:31:00,1-2 hours,2022-03-09T06:31:28.163
510016E,Full Inventory Record,5035171,5034790,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 1:20:40 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,ROAD 15,NA,CR 15,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362135,DUNLAP,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,90,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,416.22,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,1,SIDING,11,1,2,2,1,2,0,NA,1,2,2,NA,NA,NA,NA,2,NA,"1,2",5,2,1,1,2,7,0,0,NA,NA,NA,NA,2,0,1,NA,1,0,0,2,1,1,2,4,032018,0,NA,0,0,2,0,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,48,12,NA,1,NA,3,1,8,1,19,2,30,1,NA,NA,3125,2018,6,2,0,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.9063583, 41.6269917)",A stationary train,GOSHEN,IN,ROAD 15,NS,2022-03-09T00:47:00,6-12 hours,2022-03-08T19:47:34.417
510016E,Full Inventory Record,5035171,5034790,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 1:20:40 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,ROAD 15,NA,CR 15,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362135,DUNLAP,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,90,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,416.22,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,1,SIDING,11,1,2,2,1,2,0,NA,1,2,2,NA,NA,NA,NA,2,NA,"1,2",5,2,1,1,2,7,0,0,NA,NA,NA,NA,2,0,1,NA,1,0,0,2,1,1,2,4,032018,0,NA,0,0,2,0,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,48,12,NA,1,NA,3,1,8,1,19,2,30,1,NA,NA,3125,2018,6,2,0,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.9063583, 41.6269917)",A stationary train,GOSHEN,IN,ROAD 15,NS,2022-03-08T14:45:00,2-6 hours,2022-03-08T18:48:34.463
510016E,Full Inventory Record,5035171,5034790,No,1,1622,5/7/2022 12:00:00 AM,14,NS,Published,5/7/2022 1:20:40 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,ROAD 15,NA,CR 15,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362135,DUNLAP,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,90,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,416.22,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,1,SIDING,11,1,2,2,1,2,0,NA,1,2,2,NA,NA,NA,NA,2,NA,"1,2",5,2,1,1,2,7,0,0,NA,NA,NA,NA,2,0,1,NA,1,0,0,2,1,1,2,4,032018,0,NA,0,0,2,0,0,NA,1,2,2,2,0,0,0,8,3,2,1,2,2,NA,40,48,12,NA,1,NA,3,1,8,1,19,2,30,1,NA,NA,3125,2018,6,2,0,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.9063583, 41.6269917)",A stationary train,GOSHEN,IN,ROAD 15,NS,2020-07-20T16:45:00,31-60 minutes,2020-07-20T13:01:58.78
510017L,Full Inventory Record,5045231,5034794,No,1,1622,5/28/2022 12:00:00 AM,14,NS,Published,5/28/2022 10:47:31 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,PEDDLERS VILLAGE ROAD,NA,CR 28,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362135,DUNLAP,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,90,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,414.33,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,0,1,2,NA,NA,NA,NA,NA,2,NA,"1,2",5,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,2,0,1,1,1,2,1,10,NA,2,NA,2,0,2,1,0,none,1,2,2,2,0,0,0,8,2,2,1,2,2,NA,40,32,12,NA,1,NA,3,1,8,1,19,2,30,1,NA,NA,3125,2018,6,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8785289, 41.6091062)",A stationary train,GOSHEN,IN,PEDDLERS VILLAGE ROAD,NS,2022-05-25T13:30:00,2-6 hours,2022-05-25T10:34:13.233
510017L,Full Inventory Record,5045231,5034794,No,1,1622,5/28/2022 12:00:00 AM,14,NS,Published,5/28/2022 10:47:31 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,PEDDLERS VILLAGE ROAD,NA,CR 28,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362135,DUNLAP,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,90,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,414.33,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,0,1,2,NA,NA,NA,NA,NA,2,NA,"1,2",5,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,2,0,1,1,1,2,1,10,NA,2,NA,2,0,2,1,0,none,1,2,2,2,0,0,0,8,2,2,1,2,2,NA,40,32,12,NA,1,NA,3,1,8,1,19,2,30,1,NA,NA,3125,2018,6,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8785289, 41.6091062)",A stationary train,GOSHEN,IN,PEDDLERS VILLAGE ROAD,NS,2022-05-02T16:00:00,31-60 minutes,2022-05-02T15:39:28.847
510017L,Full Inventory Record,5045231,5034794,No,1,1622,5/28/2022 12:00:00 AM,14,NS,Published,5/28/2022 10:47:31 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,PEDDLERS VILLAGE ROAD,NA,CR 28,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362135,DUNLAP,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,90,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,414.33,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,0,1,2,NA,NA,NA,NA,NA,2,NA,"1,2",5,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,2,0,1,1,1,2,1,10,NA,2,NA,2,0,2,1,0,none,1,2,2,2,0,0,0,8,2,2,1,2,2,NA,40,32,12,NA,1,NA,3,1,8,1,19,2,30,1,NA,NA,3125,2018,6,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8785289, 41.6091062)",A stationary train,GOSHEN,IN,PEDDLERS VILLAGE ROAD,NS,2022-04-30T13:20:00,31-60 minutes,2022-04-30T09:26:18.55
510017L,Full Inventory Record,5045231,5034794,No,1,1622,5/28/2022 12:00:00 AM,14,NS,Published,5/28/2022 10:47:31 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,PEDDLERS VILLAGE ROAD,NA,CR 28,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362135,DUNLAP,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,90,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,414.33,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,0,1,2,NA,NA,NA,NA,NA,2,NA,"1,2",5,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,2,0,1,1,1,2,1,10,NA,2,NA,2,0,2,1,0,none,1,2,2,2,0,0,0,8,2,2,1,2,2,NA,40,32,12,NA,1,NA,3,1,8,1,19,2,30,1,NA,NA,3125,2018,6,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8785289, 41.6091062)",A stationary train,GOSHEN,IN,PEDDLERS VILLAGE ROAD,NS,2022-04-30T10:45:00,More than one day,2022-04-30T06:57:00.593
510017L,Full Inventory Record,5045231,5034794,No,1,1622,5/28/2022 12:00:00 AM,14,NS,Published,5/28/2022 10:47:31 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,PEDDLERS VILLAGE ROAD,NA,CR 28,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362135,DUNLAP,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,90,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,414.33,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,0,1,2,NA,NA,NA,NA,NA,2,NA,"1,2",5,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,2,0,1,1,1,2,1,10,NA,2,NA,2,0,2,1,0,none,1,2,2,2,0,0,0,8,2,2,1,2,2,NA,40,32,12,NA,1,NA,3,1,8,1,19,2,30,1,NA,NA,3125,2018,6,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8785289, 41.6091062)",A stationary train,GOSHEN,IN,PEDDLERS VILLAGE ROAD,NS,2022-04-29T14:40:00,6-12 hours,2022-04-29T17:22:27.943
510017L,Full Inventory Record,5045231,5034794,No,1,1622,5/28/2022 12:00:00 AM,14,NS,Published,5/28/2022 10:47:31 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,PEDDLERS VILLAGE ROAD,NA,CR 28,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362135,DUNLAP,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,90,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,414.33,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,0,1,2,NA,NA,NA,NA,NA,2,NA,"1,2",5,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,2,0,1,1,1,2,1,10,NA,2,NA,2,0,2,1,0,none,1,2,2,2,0,0,0,8,2,2,1,2,2,NA,40,32,12,NA,1,NA,3,1,8,1,19,2,30,1,NA,NA,3125,2018,6,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8785289, 41.6091062)",A stationary train,GOSHEN,IN,PEDDLERS VILLAGE ROAD,NS,2022-04-29T17:45:00,6-12 hours,2022-04-29T15:53:40.047
510017L,Full Inventory Record,5045231,5034794,No,1,1622,5/28/2022 12:00:00 AM,14,NS,Published,5/28/2022 10:47:31 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,PEDDLERS VILLAGE ROAD,NA,CR 28,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362135,DUNLAP,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,90,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,414.33,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,0,1,2,NA,NA,NA,NA,NA,2,NA,"1,2",5,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,2,0,1,1,1,2,1,10,NA,2,NA,2,0,2,1,0,none,1,2,2,2,0,0,0,8,2,2,1,2,2,NA,40,32,12,NA,1,NA,3,1,8,1,19,2,30,1,NA,NA,3125,2018,6,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8785289, 41.6091062)",A stationary train,GOSHEN,IN,PEDDLERS VILLAGE ROAD,NS,2022-04-29T17:05:00,12-24 hours,2022-04-29T13:13:54.92
510017L,Full Inventory Record,5045231,5034794,No,1,1622,5/28/2022 12:00:00 AM,14,NS,Published,5/28/2022 10:47:31 AM,NS,18,IN,18039,ELKHART,0,180391830,GOSHEN,PEDDLERS VILLAGE ROAD,NA,CR 28,2,NA,NA,NA,NA,2,1,ATK,CP,NA,NA,NA,362135,DUNLAP,-1,-1,3,1,1,NA,1112,13,2,NA,0,NA,-1,NA,1,NA,NA,NA,NA,2,90,1,1,NA,NA,8009464744,8009464744,8554636848,NA,NA,NS,Primary,GREAT LAKES,CHICAGO LINE,#N\A,CD,414.33,NA,2,4,29,30,2,0,2,NA,2022,79,40,60,3,0,0,0,0,0,NA,11,1,1,2,1,2,0,0,1,2,NA,NA,NA,NA,NA,2,NA,"1,2",5,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,2,0,1,1,1,2,1,10,NA,2,NA,2,0,2,1,0,none,1,2,2,2,0,0,0,8,2,2,1,2,2,NA,40,32,12,NA,1,NA,3,1,8,1,19,2,30,1,NA,NA,3125,2018,6,2,NA,NA,2,2022,Major,2014-07-30,2014-07-30,83,ELKHART,DOTRAH,DOTRAH,"c(-85.8785289, 41.6091062)",A stationary train,GOSHEN,IN,PEDDLERS VILLAGE ROAD,NS,2022-04-29T10:00:00,2-6 hours,2022-04-29T13:13:28.103
